cve_ent,nom_ent,cve_mun,nom_mun,mun_ori,cve_geo,cve_local,nom_local,pobtot,pnacoe,p3ym_hli,vivtot,vph_aeasp,vph_c_serv,vph_cel,vph_inter
31,Yucatán,061,Rio Lagartos,Río Lagartos,31061,0051,San Vicente,2,*,*,1,*,*,*,*
31,Yucatán,061,Rio Lagartos,Río Lagartos,31061,0055,Santa Rosalía,2,*,*,1,*,*,*,*
31,Yucatán,061,Rio Lagartos,Río Lagartos,31061,0073,Chen Roque Dos,1,*,*,1,*,*,*,*
31,Yucatán,061,Rio Lagartos,Río Lagartos,31061,0081,San Ángel,1,*,*,1,*,*,*,*
31,Yucatán,061,Rio Lagartos,Río Lagartos,31061,0095,Los Gavilanes,1,*,*,1,*,*,*,*
31,Yucatán,061,Rio Lagartos,Río Lagartos,31061,0097,Miraflor,1,*,*,1,*,*,*,*
31,Yucatán,061,Rio Lagartos,Río Lagartos,31061,0103,San Carlos,6,*,*,1,*,*,*,*
31,Yucatán,061,Rio Lagartos,Río Lagartos,31061,0105,San Francisco,2,*,*,1,*,*,*,*
31,Yucatán,061,Rio Lagartos,Río Lagartos,31061,0106,San Isidro,2,*,*,1,*,*,*,*
31,Yucatán,061,Rio Lagartos,Río Lagartos,31061,0116,San Salvador,3,*,*,1,*,*,*,*
31,Yucatán,061,Rio Lagartos,Río Lagartos,31061,0117,San Víctor,1,*,*,1,*,*,*,*
31,Yucatán,061,Rio Lagartos,Río Lagartos,31061,0118,Santa Ana,1,*,*,1,*,*,*,*
31,Yucatán,061,Rio Lagartos,Río Lagartos,31061,0121,Santa Lucía Dos,4,*,*,1,*,*,*,*
31,Yucatán,061,Rio Lagartos,Río Lagartos,31061,0124,Santa Teresita,2,*,*,1,*,*,*,*
31,Yucatán,061,Rio Lagartos,Río Lagartos,31061,0128,Beder,3,*,*,1,*,*,*,*
31,Yucatán,061,Rio Lagartos,Río Lagartos,31061,0134,Alquímedes Gil,1,*,*,1,*,*,*,*
31,Yucatán,061,Rio Lagartos,Río Lagartos,31061,0136,San José,14,*,*,2,*,*,*,*
31,Yucatán,061,Rio Lagartos,Río Lagartos,31061,0145,San Luis,1,*,*,1,*,*,*,*
31,Yucatán,061,Rio Lagartos,Río Lagartos,31061,9998,Localidades de una vivienda,61,1,33,29,2,7,14,1
31,Yucatán,061,Rio Lagartos,Río Lagartos,31061,9999,Localidades de dos viviendas,21,0,3,4,0,2,3,0
31,Yucatán,062,Sacalum,Sacalum,31062,0001,Sacalum,3999,41,1943,1397,1081,960,916,360
31,Yucatán,062,Sacalum,Sacalum,31062,0002,San Antonio Sodzil,462,5,240,154,124,104,72,20
31,Yucatán,062,Sacalum,Sacalum,31062,0003,Teac,2,*,*,1,*,*,*,*
31,Yucatán,062,Sacalum,Sacalum,31062,0006,Yunkú,159,1,68,62,49,43,33,11
31,Yucatán,062,Sacalum,Sacalum,31062,0007,Plan Chac,330,6,151,117,91,85,68,16
31,Yucatán,062,Sacalum,Sacalum,31062,0016,Honco,5,*,*,1,*,*,*,*
31,Yucatán,062,Sacalum,Sacalum,31062,0031,San Juan,1,*,*,3,*,*,*,*
31,Yucatán,062,Sacalum,Sacalum,31062,0033,Álamo [Quinta],1,*,*,1,*,*,*,*
31,Yucatán,062,Sacalum,Sacalum,31062,0042,El Olvido [Finca],3,*,*,1,*,*,*,*
31,Yucatán,062,Sacalum,Sacalum,31062,9998,Localidades de una vivienda,12,1,6,7,2,2,2,1
31,Yucatán,063,Samahil,Samahil,31063,0001,Samahil,3352,19,875,942,727,693,705,217
31,Yucatán,063,Samahil,Samahil,31063,0003,Kuchel,977,2,388,263,238,213,214,70
31,Yucatán,063,Samahil,Samahil,31063,0004,San Antonio Tedzidz,1284,12,462,456,299,289,240,93
31,Yucatán,063,Samahil,Samahil,31063,0006,San Antonio Balché,1,*,*,2,*,*,*,*
31,Yucatán,063,Samahil,Samahil,31063,0011,Imersa,4,*,*,1,*,*,*,*
31,Yucatán,063,Samahil,Samahil,31063,0026,Buenaventura,6,*,*,1,*,*,*,*
31,Yucatán,063,Samahil,Samahil,31063,0064,San Martín,7,*,*,2,*,*,*,*
31,Yucatán,063,Samahil,Samahil,31063,9998,Localidades de una vivienda,11,0,5,4,0,3,2,0
31,Yucatán,063,Samahil,Samahil,31063,9999,Localidades de dos viviendas,7,*,*,2,*,*,*,*
31,Yucatán,064,Sanahcat,Sanahcat,31064,0001,Sanahcat,1701,11,723,689,473,412,339,96
31,Yucatán,065,San Felipe,San Felipe,31065,0001,San Felipe,2069,160,119,866,608,606,581,404
31,Yucatán,065,San Felipe,San Felipe,31065,0016,San Esteban,3,*,*,2,*,*,*,*
31,Yucatán,065,San Felipe,San Felipe,31065,0023,San Martín,1,*,*,1,*,*,*,*
31,Yucatán,065,San Felipe,San Felipe,31065,0024,San Miguel,2,*,*,1,*,*,*,*
31,Yucatán,065,San Felipe,San Felipe,31065,0028,Santa Cruz,1,*,*,1,*,*,*,*
31,Yucatán,065,San Felipe,San Felipe,31065,0039,Actún Há,5,*,*,2,*,*,*,*
31,Yucatán,065,San Felipe,San Felipe,31065,0046,Los Canarios,1,*,*,1,*,*,*,*
31,Yucatán,065,San Felipe,San Felipe,31065,0050,La Costa,2,*,*,1,*,*,*,*
31,Yucatán,065,San Felipe,San Felipe,31065,0063,Santa Clara,4,*,*,1,*,*,*,*
31,Yucatán,065,San Felipe,San Felipe,31065,0076,San Isidro,1,*,*,1,*,*,*,*
31,Yucatán,065,San Felipe,San Felipe,31065,0087,San Román Uno,1,*,*,1,*,*,*,*
31,Yucatán,065,San Felipe,San Felipe,31065,0102,Santa Teresa,2,*,*,1,*,*,*,*
31,Yucatán,065,San Felipe,San Felipe,31065,0131,Santa Lucía,7,*,*,1,*,*,*,*
31,Yucatán,065,San Felipe,San Felipe,31065,0151,El Sagrario,2,*,*,1,*,*,*,*
31,Yucatán,065,San Felipe,San Felipe,31065,0156,Guadalupe,2,*,*,2,*,*,*,*
31,Yucatán,065,San Felipe,San Felipe,31065,0175,Miraflor,1,*,*,1,*,*,*,*
31,Yucatán,065,San Felipe,San Felipe,31065,0177,Montecristo,2,*,*,1,*,*,*,*
31,Yucatán,065,San Felipe,San Felipe,31065,0207,San Néstor,2,*,*,1,*,*,*,*
31,Yucatán,065,San Felipe,San Felipe,31065,0222,Santa Rita,1,*,*,1,*,*,*,*
31,Yucatán,065,San Felipe,San Felipe,31065,0240,Los Girasoles,2,*,*,1,*,*,*,*
31,Yucatán,065,San Felipe,San Felipe,31065,0245,San Luis,1,*,*,1,*,*,*,*
31,Yucatán,065,San Felipe,San Felipe,31065,0259,San José Tizimín,2,*,*,2,*,*,*,*
31,Yucatán,065,San Felipe,San Felipe,31065,0265,Contreras Díaz [Finca],4,*,*,1,*,*,*,*
31,Yucatán,065,San Felipe,San Felipe,31065,9998,Localidades de una vivienda,49,5,12,26,0,15,15,7
31,Yucatán,066,Santa Elena,Santa Elena,31066,0001,Santa Elena,3767,96,2539,1321,978,841,785,592
31,Yucatán,066,Santa Elena,Santa Elena,31066,0005,San Simón,423,16,354,140,101,86,50,0
31,Yucatán,066,Santa Elena,Santa Elena,31066,0014,San Agustín,5,*,*,1,*,*,*,*
31,Yucatán,066,Santa Elena,Santa Elena,31066,0018,Doña Petrona [Parcela],6,*,*,1,*,*,*,*
31,Yucatán,066,Santa Elena,Santa Elena,31066,0022,Lidia Margarita Caamal Díaz,4,*,*,1,*,*,*,*
31,Yucatán,066,Santa Elena,Santa Elena,31066,0023,María Hilda Ek Lara,4,*,*,1,*,*,*,*
31,Yucatán,066,Santa Elena,Santa Elena,31066,0024,Santa Ana,3,*,*,1,*,*,*,*
31,Yucatán,066,Santa Elena,Santa Elena,31066,0045,María Mata Huchin,6,*,*,1,*,*,*,*
31,Yucatán,066,Santa Elena,Santa Elena,31066,0047,Beh Haltún,2,*,*,1,*,*,*,*
31,Yucatán,066,Santa Elena,Santa Elena,31066,9998,Localidades de una vivienda,30,7,8,7,0,3,5,3
31,Yucatán,067,Seye,Seyé,31067,0001,Seyé,9141,136,1593,3024,2114,1961,1996,545
31,Yucatán,067,Seye,Seyé,31067,0003,San Bernardino,230,2,27,76,59,50,46,12
31,Yucatán,067,Seye,Seyé,31067,0007,Xukú,11,11,0,3,0,1,3,0
31,Yucatán,067,Seye,Seyé,31067,0015,Bacoc,2,*,*,1,*,*,*,*
31,Yucatán,067,Seye,Seyé,31067,0020,San Miguel Arcángel,2,*,*,1,*,*,*,*
31,Yucatán,067,Seye,Seyé,31067,0026,Bolonixán,41,0,11,11,0,8,9,3
31,Yucatán,067,Seye,Seyé,31067,0046,Holactún,608,6,239,189,164,146,139,17
31,Yucatán,067,Seye,Seyé,31067,0049,San Julián,1,*,*,1,*,*,*,*
31,Yucatán,067,Seye,Seyé,31067,0057,San Ignacio,1,*,*,1,*,*,*,*
31,Yucatán,067,Seye,Seyé,31067,0069,San Pedro,7,*,*,2,*,*,*,*
31,Yucatán,067,Seye,Seyé,31067,0083,Ninguno,1,*,*,1,*,*,*,*
31,Yucatán,067,Seye,Seyé,31067,0085,Tres Potrillos,3,*,*,1,*,*,*,*
31,Yucatán,067,Seye,Seyé,31067,0094,San Carlos [Rancho],1,*,*,1,*,*,*,*
31,Yucatán,067,Seye,Seyé,31067,0104,El Cerro,3,*,*,1,*,*,*,*
31,Yucatán,067,Seye,Seyé,31067,0108,Juan Chan Chan,1,*,*,1,*,*,*,*
31,Yucatán,067,Seye,Seyé,31067,9998,Localidades de una vivienda,15,0,6,9,2,4,5,0
31,Yucatán,067,Seye,Seyé,31067,9999,Localidades de dos viviendas,7,*,*,2,*,*,*,*
31,Yucatán,068,Sinanche,Sinanché,31068,0001,Sinanché,2586,90,530,1154,672,710,652,160
31,Yucatán,068,Sinanche,Sinanché,31068,0003,San Crisanto,605,24,67,486,159,168,157,54
31,Yucatán,068,Sinanche,Sinanché,31068,0006,San Luis,2,*,*,1,*,*,*,*
31,Yucatán,068,Sinanche,Sinanché,31068,0008,Chunhabín,1,*,*,1,*,*,*,*
31,Yucatán,068,Sinanche,Sinanché,31068,0012,Xculiá,1,*,*,1,*,*,*,*
31,Yucatán,068,Sinanche,Sinanché,31068,0022,Lol Bé,3,*,*,1,*,*,*,*
31,Yucatán,068,Sinanche,Sinanché,31068,0039,Santa Elena de la Cruz,3,*,*,1,*,*,*,*
31,Yucatán,068,Sinanche,Sinanché,31068,0046,Casa Tortuga,2,*,*,2,*,*,*,*
31,Yucatán,068,Sinanche,Sinanché,31068,0050,Dee Paul,3,*,*,2,*,*,*,*
31,Yucatán,068,Sinanche,Sinanché,31068,9998,Localidades de una vivienda,12,4,1,7,0,4,5,1
31,Yucatán,068,Sinanche,Sinanché,31068,9999,Localidades de dos viviendas,3,*,*,2,*,*,*,*
31,Yucatán,069,Sotuta,Sotuta,31069,0001,Sotuta,5758,69,2019,2152,1495,1157,1225,271
31,Yucatán,069,Sotuta,Sotuta,31069,0003,Tabí,794,2,579,220,171,138,118,1
31,Yucatán,069,Sotuta,Sotuta,31069,0004,Tibolón,1847,17,951,613,458,387,231,56
31,Yucatán,069,Sotuta,Sotuta,31069,0005,Zavala,548,6,281,276,170,137,69,6
31,Yucatán,069,Sotuta,Sotuta,31069,0023,Kalil,2,*,*,1,*,*,*,*
31,Yucatán,069,Sotuta,Sotuta,31069,0036,Sambulá,1,*,*,1,*,*,*,*
31,Yucatán,069,Sotuta,Sotuta,31069,0049,San Pedro,1,*,*,1,*,*,*,*
31,Yucatán,069,Sotuta,Sotuta,31069,0141,Manuel González,9,*,*,2,*,*,*,*
31,Yucatán,069,Sotuta,Sotuta,31069,0159,San Andrés,2,*,*,2,*,*,*,*
31,Yucatán,069,Sotuta,Sotuta,31069,0166,San Marcos,3,*,*,1,*,*,*,*
31,Yucatán,069,Sotuta,Sotuta,31069,0167,Kinkanché,1,*,*,1,*,*,*,*
31,Yucatán,069,Sotuta,Sotuta,31069,0168,Akachén,1,*,*,1,*,*,*,*
31,Yucatán,069,Sotuta,Sotuta,31069,9998,Localidades de una vivienda,9,0,7,6,0,1,2,1
31,Yucatán,069,Sotuta,Sotuta,31069,9999,Localidades de dos viviendas,11,0,6,4,0,0,1,0
31,Yucatán,070,Sucila,Sucilá,31070,0001,Sucilá,3855,166,1496,1542,1094,1038,987,401
31,Yucatán,070,Sucila,Sucilá,31070,0004,Chuc Ac,4,*,*,1,*,*,*,*
31,Yucatán,070,Sucila,Sucilá,31070,0008,Jerusalén,1,*,*,1,*,*,*,*
31,Yucatán,070,Sucila,Sucilá,31070,0011,San Antonio,8,*,*,2,*,*,*,*
31,Yucatán,070,Sucila,Sucilá,31070,0015,San Miguel,2,*,*,1,*,*,*,*
31,Yucatán,070,Sucila,Sucilá,31070,0021,San Isidro,1,*,*,1,*,*,*,*
31,Yucatán,070,Sucila,Sucilá,31070,0045,Las Coloradas,1,*,*,2,*,*,*,*
31,Yucatán,070,Sucila,Sucilá,31070,0062,Buena Esperanza,5,*,*,2,*,*,*,*
31,Yucatán,070,Sucila,Sucilá,31070,0068,Bohchén,9,*,*,1,*,*,*,*
31,Yucatán,070,Sucila,Sucilá,31070,0072,San Gabriel,7,*,*,1,*,*,*,*
31,Yucatán,070,Sucila,Sucilá,31070,0076,San Ramón,5,*,*,1,*,*,*,*
31,Yucatán,070,Sucila,Sucilá,31070,0100,La Natividad,1,*,*,2,*,*,*,*
31,Yucatán,070,Sucila,Sucilá,31070,0101,San José,2,*,*,1,*,*,*,*
31,Yucatán,070,Sucila,Sucilá,31070,0109,San Pedro,6,*,*,1,*,*,*,*
31,Yucatán,070,Sucila,Sucilá,31070,0130,Kandzonot,2,*,*,1,*,*,*,*
31,Yucatán,070,Sucila,Sucilá,31070,0137,Xlahká,5,*,*,1,*,*,*,*
31,Yucatán,070,Sucila,Sucilá,31070,0145,San Martín,1,*,*,1,*,*,*,*
31,Yucatán,070,Sucila,Sucilá,31070,0148,San Felipe,3,*,*,2,*,*,*,*
31,Yucatán,070,Sucila,Sucilá,31070,0149,El Arcángel,5,*,*,1,*,*,*,*
31,Yucatán,070,Sucila,Sucilá,31070,0169,África,2,*,*,1,*,*,*,*
31,Yucatán,070,Sucila,Sucilá,31070,0187,Justo Juez,4,*,*,1,*,*,*,*
31,Yucatán,070,Sucila,Sucilá,31070,0249,El Chivo,4,*,*,1,*,*,*,*
31,Yucatán,070,Sucila,Sucilá,31070,0252,San José,1,*,*,1,*,*,*,*
31,Yucatán,070,Sucila,Sucilá,31070,0266,Santa Librada,1,*,*,1,*,*,*,*
31,Yucatán,070,Sucila,Sucilá,31070,0273,Tres Reyes,1,*,*,1,*,*,*,*
31,Yucatán,070,Sucila,Sucilá,31070,0279,Chan Hugo,2,*,*,1,*,*,*,*
31,Yucatán,070,Sucila,Sucilá,31070,0301,Yok Naranja Número Dos,1,*,*,1,*,*,*,*
31,Yucatán,070,Sucila,Sucilá,31070,0303,Natividad Uno,6,*,*,1,*,*,*,*
31,Yucatán,070,Sucila,Sucilá,31070,0304,La Natividad,2,*,*,1,*,*,*,*
31,Yucatán,070,Sucila,Sucilá,31070,0310,Dzinup,1,*,*,1,*,*,*,*
31,Yucatán,070,Sucila,Sucilá,31070,0311,Los Cerros [Establo],1,*,*,1,*,*,*,*
31,Yucatán,070,Sucila,Sucilá,31070,0321,San Juan,3,*,*,1,*,*,*,*
31,Yucatán,070,Sucila,Sucilá,31070,0325,Santa Martha Cuatro,5,*,*,1,*,*,*,*
31,Yucatán,070,Sucila,Sucilá,31070,0329,Los Cerros (Rancho Nuevo),1,*,*,1,*,*,*,*
31,Yucatán,070,Sucila,Sucilá,31070,0333,San Carlos,2,*,*,1,*,*,*,*
31,Yucatán,070,Sucila,Sucilá,31070,0337,Xtul [Anexa],1,*,*,1,*,*,*,*
31,Yucatán,070,Sucila,Sucilá,31070,0343,Los Laureles,2,*,*,2,*,*,*,*
31,Yucatán,070,Sucila,Sucilá,31070,0352,San Martín,2,*,*,1,*,*,*,*
31,Yucatán,070,Sucila,Sucilá,31070,0358,San Angel,3,*,*,1,*,*,*,*
31,Yucatán,070,Sucila,Sucilá,31070,0366,Sacrificio,1,*,*,1,*,*,*,*
31,Yucatán,070,Sucila,Sucilá,31070,0368,Tapachula,2,*,*,1,*,*,*,*
31,Yucatán,070,Sucila,Sucilá,31070,9998,Localidades de una vivienda,100,18,48,40,0,26,32,17
31,Yucatán,070,Sucila,Sucilá,31070,9999,Localidades de dos viviendas,16,1,10,6,0,5,6,5
31,Yucatán,071,Sudzal,Sudzal,31071,0001,Sudzal,1444,94,703,589,424,387,335,29
31,Yucatán,071,Sudzal,Sudzal,31071,0003,Chumbec,303,11,116,99,74,57,51,9
31,Yucatán,071,Sudzal,Sudzal,31071,0006,Kancabchén de Valencia,39,0,18,19,9,2,7,4
31,Yucatán,071,Sudzal,Sudzal,31071,0012,Yaxcach,1,*,*,1,*,*,*,*
31,Yucatán,071,Sudzal,Sudzal,31071,0060,Kalax,3,*,*,5,*,*,*,*
31,Yucatán,071,Sudzal,Sudzal,31071,0063,Flor de Mayo,2,*,*,1,*,*,*,*
31,Yucatán,071,Sudzal,Sudzal,31071,0068,Chansuytún,4,*,*,2,*,*,*,*
31,Yucatán,071,Sudzal,Sudzal,31071,0078,Nuevo Tzalam,122,2,73,43,34,24,21,0
31,Yucatán,071,Sudzal,Sudzal,31071,0087,San Juan,5,*,*,3,*,*,*,*
31,Yucatán,071,Sudzal,Sudzal,31071,0100,San Bernardino,20,0,17,7,0,6,4,0
31,Yucatán,071,Sudzal,Sudzal,31071,0103,San Martín,2,*,*,1,*,*,*,*
31,Yucatán,071,Sudzal,Sudzal,31071,0104,Las Bugambilias,4,*,*,1,*,*,*,*
31,Yucatán,071,Sudzal,Sudzal,31071,9998,Localidades de una vivienda,16,4,8,11,0,4,6,2
31,Yucatán,071,Sudzal,Sudzal,31071,9999,Localidades de dos viviendas,5,*,*,3,*,*,*,*
31,Yucatán,072,Suma,Suma,31072,0001,Suma,1847,58,524,736,553,516,465,117
31,Yucatán,072,Suma,Suma,31072,0003,San Nicolás,9,*,*,19,*,*,*,*
31,Yucatán,072,Suma,Suma,31072,0031,Catalino Mac Tuz,1,*,*,1,*,*,*,*
31,Yucatán,072,Suma,Suma,31072,9998,Localidades de una vivienda,1,*,*,1,*,*,*,*
31,Yucatán,072,Suma,Suma,31072,9999,Localidades de dos viviendas,9,*,*,19,*,*,*,*
31,Yucatán,073,Tahdziu,Tahdziú,31073,0001,Tahdziú,4963,43,4359,1372,1051,924,738,223
31,Yucatán,073,Tahdziu,Tahdziú,31073,0009,Mocté,26,0,23,6,0,0,1,0
31,Yucatán,073,Tahdziu,Tahdziú,31073,0025,San Lorenzo,31,0,25,6,0,0,3,3
31,Yucatán,073,Tahdziu,Tahdziú,31073,0027,San Miguel,36,2,29,8,0,0,4,0
31,Yucatán,073,Tahdziu,Tahdziú,31073,0051,San Felipe,2,*,*,1,*,*,*,*
31,Yucatán,073,Tahdziu,Tahdziú,31073,0076,Timul,746,0,666,168,154,79,69,70
31,Yucatán,073,Tahdziu,Tahdziú,31073,0083,San Isidro Uno,23,0,21,8,0,0,1,0
31,Yucatán,073,Tahdziu,Tahdziú,31073,0100,San Pablo,13,*,*,2,*,*,*,*
31,Yucatán,073,Tahdziu,Tahdziú,31073,0103,San Cristóbal,10,*,*,1,*,*,*,*
31,Yucatán,073,Tahdziu,Tahdziú,31073,0114,Santa Generosa,2,*,*,1,*,*,*,*
31,Yucatán,073,Tahdziu,Tahdziú,31073,0118,Mocté Dos,2,*,*,1,*,*,*,*
31,Yucatán,073,Tahdziu,Tahdziú,31073,9998,Localidades de una vivienda,16,0,16,4,0,0,0,0
31,Yucatán,073,Tahdziu,Tahdziú,31073,9999,Localidades de dos viviendas,13,*,*,2,*,*,*,*
31,Yucatán,074,Tahmek,Tahmek,31074,0001,Tahmek,3654,91,1727,1340,1032,835,863,270
31,Yucatán,074,Tahmek,Tahmek,31074,0005,Xtabay,116,2,58,42,35,3,23,5
31,Yucatán,074,Tahmek,Tahmek,31074,0024,Santa María,1,*,*,1,*,*,*,*
31,Yucatán,074,Tahmek,Tahmek,31074,0027,Los 4 Hermanos,1,*,*,1,*,*,*,*
31,Yucatán,074,Tahmek,Tahmek,31074,0055,El Paisa,2,*,*,1,*,*,*,*
31,Yucatán,074,Tahmek,Tahmek,31074,9998,Localidades de una vivienda,4,2,4,3,0,2,2,0
31,Yucatán,075,Teabo,Teabo,31075,0001,Teabo,6890,60,4519,2055,1625,1056,1282,415
31,Yucatán,075,Teabo,Teabo,31075,0006,San Juan,2,*,*,1,*,*,*,*
31,Yucatán,075,Teabo,Teabo,31075,0119,San Refugio Kulché,15,0,9,3,0,0,1,0
31,Yucatán,075,Teabo,Teabo,31075,0137,San Diego Número 4,14,0,8,6,5,1,2,0
31,Yucatán,075,Teabo,Teabo,31075,9998,Localidades de una vivienda,2,*,*,1,*,*,*,*
31,Yucatán,076,Tecoh,Tecoh,31076,0001,Tecoh,10017,141,3078,3106,2570,1974,2193,399
31,Yucatán,076,Tecoh,Tecoh,31076,0002,Chinkilá,368,8,105,133,111,99,92,48
31,Yucatán,076,Tecoh,Tecoh,31076,0003,Itzincab,480,8,167,160,138,124,109,19
31,Yucatán,076,Tecoh,Tecoh,31076,0005,Lepán,1376,14,390,407,359,326,278,138
31,Yucatán,076,Tecoh,Tecoh,31076,0006,Mahzucil,404,1,240,137,114,86,58,26
31,Yucatán,076,Tecoh,Tecoh,31076,0007,Oxtapacab,360,5,126,104,89,85,79,11
31,Yucatán,076,Tecoh,Tecoh,31076,0008,Pixyá,1116,0,905,292,265,251,134,5
31,Yucatán,076,Tecoh,Tecoh,31076,0009,Sabacché,185,0,109,80,52,41,44,1
31,Yucatán,076,Tecoh,Tecoh,31076,0010,Santa Rita,4,*,*,6,*,*,*,*
31,Yucatán,076,Tecoh,Tecoh,31076,0011,Sotuta de Peón,322,7,134,119,92,76,68,4
31,Yucatán,076,Tecoh,Tecoh,31076,0012,Telchaquillo,1483,23,875,539,389,349,353,151
31,Yucatán,076,Tecoh,Tecoh,31076,0013,X-Kanchakán,1786,9,1336,478,412,329,302,13
31,Yucatán,076,Tecoh,Tecoh,31076,0014,Ayinal,3,*,*,1,*,*,*,*
31,Yucatán,076,Tecoh,Tecoh,31076,0039,San Isidro,1,*,*,1,*,*,*,*
31,Yucatán,076,Tecoh,Tecoh,31076,0061,La Candelaria,4,*,*,2,*,*,*,*
31,Yucatán,076,Tecoh,Tecoh,31076,0076,Los Grillos,2,*,*,1,*,*,*,*
31,Yucatán,076,Tecoh,Tecoh,31076,0077,Paraíso,3,*,*,2,*,*,*,*
31,Yucatán,076,Tecoh,Tecoh,31076,0079,Santa Cruz,1,*,*,1,*,*,*,*
31,Yucatán,076,Tecoh,Tecoh,31076,0086,Mool Chí,4,*,*,1,*,*,*,*
31,Yucatán,076,Tecoh,Tecoh,31076,0087,Box Balam,8,2,4,3,3,3,3,3
31,Yucatán,076,Tecoh,Tecoh,31076,0088,El Roble,3,*,*,1,*,*,*,*
31,Yucatán,076,Tecoh,Tecoh,31076,0099,San Juan,1,*,*,1,*,*,*,*
31,Yucatán,076,Tecoh,Tecoh,31076,0102,Fiesta [Campamento],2,*,*,1,*,*,*,*
31,Yucatán,076,Tecoh,Tecoh,31076,0103,San Miguel,6,*,*,4,*,*,*,*
31,Yucatán,076,Tecoh,Tecoh,31076,9998,Localidades de una vivienda,21,0,17,10,4,5,5,1
31,Yucatán,076,Tecoh,Tecoh,31076,9999,Localidades de dos viviendas,13,0,4,12,2,2,6,1
31,Yucatán,077,Tekal de Venegas,Tekal de Venegas,31077,0001,Tekal de Venegas,2645,100,1024,1032,708,559,625,74
31,Yucatán,077,Tekal de Venegas,Tekal de Venegas,31077,0012,San Felipe,38,0,32,11,0,0,6,0
31,Yucatán,078,Tekanto,Tekantó,31078,0001,Tekantó,3143,42,813,1292,834,706,729,246
31,Yucatán,078,Tekanto,Tekantó,31078,0003,San Francisco Dzón,197,2,87,60,53,43,36,1
31,Yucatán,078,Tekanto,Tekantó,31078,0004,Sanlatah,46,1,11,28,17,16,5,0
31,Yucatán,078,Tekanto,Tekantó,31078,0005,Tixkochoh,359,2,132,154,103,93,85,9
31,Yucatán,078,Tekanto,Tekantó,31078,0018,San Miguel,2,*,*,1,*,*,*,*
31,Yucatán,078,Tekanto,Tekantó,31078,9998,Localidades de una vivienda,2,*,*,1,*,*,*,*
31,Yucatán,079,Tekax,Tekax,31079,0001,Tekax de Álvaro Obregón,28461,1052,9855,9112,7131,6649,6124,2369
31,Yucatán,079,Tekax,Tekax,31079,0002,Becanchén,1953,69,1166,532,438,389,228,115
31,Yucatán,079,Tekax,Tekax,31079,0003,Candelaria,24,0,19,9,1,7,1,0
31,Yucatán,079,Tekax,Tekax,31079,0004,Canek,378,0,346,133,56,86,55,3
31,Yucatán,079,Tekax,Tekax,31079,0005,Manuel Cepeda Peraza,605,17,449,186,163,149,131,48
31,Yucatán,079,Tekax,Tekax,31079,0006,Chacmultún,76,0,63,30,21,17,11,0
31,Yucatán,079,Tekax,Tekax,31079,0009,Alfonso Caso,370,24,223,134,108,102,71,2
31,Yucatán,079,Tekax,Tekax,31079,0010,Kancab,3327,20,2976,1055,853,608,601,69
31,Yucatán,079,Tekax,Tekax,31079,0011,Kinil,1264,2,1141,324,280,267,142,35
31,Yucatán,079,Tekax,Tekax,31079,0012,Nohalal,24,0,15,18,0,6,5,2
31,Yucatán,079,Tekax,Tekax,31079,0015,Pencuyut,1801,13,986,489,410,397,239,57
31,Yucatán,079,Tekax,Tekax,31079,0020,San Diego Buenavista,106,8,47,49,0,27,23,1
31,Yucatán,079,Tekax,Tekax,31079,0021,San Diego Tekax,15,*,*,1,*,*,*,*
31,Yucatán,079,Tekax,Tekax,31079,0024,San Felipe Segundo,57,9,35,35,16,12,5,1
31,Yucatán,079,Tekax,Tekax,31079,0027,Mac-Yan (San Isidro Mac-Yan),79,1,38,44,0,20,14,3
31,Yucatán,079,Tekax,Tekax,31079,0031,Nueva Santa Cruz (Santa Cruz Cutzá),75,25,45,18,0,13,11,4
31,Yucatán,079,Tekax,Tekax,31079,0033,Ticum,1073,30,547,324,261,253,191,92
31,Yucatán,079,Tekax,Tekax,31079,0034,Tixcuytún,554,1,288,200,174,152,76,16
31,Yucatán,079,Tekax,Tekax,31079,0035,Tzekelhaltún,5,*,*,2,*,*,*,*
31,Yucatán,079,Tekax,Tekax,31079,0036,Xaya,2176,4,1902,592,492,420,278,64
31,Yucatán,079,Tekax,Tekax,31079,0039,San Pedro Xtokil,28,0,12,17,6,2,4,0
31,Yucatán,079,Tekax,Tekax,31079,0041,Sinaí,6,*,*,1,*,*,*,*
31,Yucatán,079,Tekax,Tekax,31079,0044,San Martín Hili (Kichmó),74,1,54,20,17,15,10,1
31,Yucatán,079,Tekax,Tekax,31079,0046,San Juan Tekax,141,0,118,48,28,21,16,2
31,Yucatán,079,Tekax,Tekax,31079,0048,Chan Dzinup,247,40,165,73,56,45,40,1
31,Yucatán,079,Tekax,Tekax,31079,0051,Pocoboch,93,4,71,33,0,14,13,2
31,Yucatán,079,Tekax,Tekax,31079,0058,Ayim Dos,48,4,25,19,0,1,8,8
31,Yucatán,079,Tekax,Tekax,31079,0062,San Isidro Yaxché,58,1,45,16,12,12,8,0
31,Yucatán,079,Tekax,Tekax,31079,0063,San Salvador,33,0,27,16,0,9,5,0
31,Yucatán,079,Tekax,Tekax,31079,0072,Holcá Nuevo,5,0,5,11,0,0,1,0
31,Yucatán,079,Tekax,Tekax,31079,0076,Guadalupe,2,*,*,1,*,*,*,*
