cve_ent,nom_ent,cve_mun,nom_mun,mun_ori,id_region,region,cve_geo,id_local,nom_local,id_ue,nom_ue,razon_soc,cod_act,nom_act,num_per,lat,long,fecha
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4581672,CADI ELVIA CARRILLO PUERTO,GOBIERNO DEL ESTADO ,624412,Guarderías del sector público,11 a 30 personas,20.96013088,-89.63884544,2010-07
31,Yucatán       ,013,Conkal,Conkal,2,II Noroeste ,31013,1,Conkal,4506184,CADI- REALIDADES PARA NIÑOS,DIF DE YUCATAN ,624412,Guarderías del sector público,11 a 30 personas,21.07004741,-89.51646493,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,7689442,CAETI,,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",0 a 5 personas,21.0143137,-89.56721687,2019-11
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,7689516,CAMI,,623991,Orfanatos y otras residencias de asistencia social del sector privado,6 a 10 personas,21.00306339,-89.58666889,2019-11
31,Yucatán       ,025,Dzan,Dzán,7,VII Sur ,31025,1,Dzan,4568848,CAMINO A LA SOBRIEDAD,CENTRAL MEXICANA DE SERVICIOS GENERALES DE ALCOHOLICOS ANONIMOS AC,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,0 a 5 personas,20.38901022,-89.46950544,2010-07
31,Yucatán       ,080,Tekit,Tekit,7,VII Sur ,31080,1,Tekit,4556448,CAMINO HACIA LA GLORIA,DE LA CENTRAL MEXICANA DE SERVICIOS GENERALES DE ALCOHOLICOS ANONIMOS A. C. SC,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,11 a 30 personas,20.53475596,-89.33335327,2014-12
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,8590431,CANVI CENTRO DE SERVICIOS PSICOLOGICOS,,621331,Consultorios de psicología del sector privado,0 a 5 personas,20.99962106,-89.72359271,2019-11
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4587051,CAP CLINICA DE ATENCION AL PIE,JOSE RODRIGO MARTIN FRAGOSO ,621398,Otros consultorios del sector privado para el cuidado de la salud,0 a 5 personas,21.00049478,-89.596583,2010-07
31,Yucatán       ,026,Dzemul,Dzemul,4,IV Litoral centro ,31026,1,Dzemul,4503686,CARITAS DE DZEMUL,CARITAS DE YUCATAN AC,624111,Servicios de orientación y trabajo social para la niñez y la juventud prestados por el sector privado,0 a 5 personas,21.21042852,-89.30392893,2010-07
31,Yucatán       ,032,Espita,Espita,5,V Noreste ,31032,1,Espita,4548754,CARITAS DE ESPITA,,624211,Servicios de alimentación comunitarios prestados por el sector privado,0 a 5 personas,21.01182399,-88.30691814,2014-12
31,Yucatán       ,082,Telchac Pueblo,Telchac Pueblo,4,IV Litoral centro ,31082,1,Telchac,4527496,CARITAS DE TELCHAC,,624211,Servicios de alimentación comunitarios prestados por el sector privado,6 a 10 personas,21.20440896,-89.27241703,2014-12
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4575274,CASA AUREA,,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,6 a 10 personas,20.99694731,-89.6079438,2010-07
31,Yucatán       ,102,Valladolid,Valladolid,6,VI Oriente,31102,1,Valladolid,4543178,CASA CURAL,ARQUIDIOCESIS DE YUCATAN AR,623991,Orfanatos y otras residencias de asistencia social del sector privado,0 a 5 personas,20.69077629,-88.20218815,2014-12
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,8738338,CASA DE DESCANSO PARA EL ADULTO MAYOR,EDAD DORADA AC,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,6 a 10 personas,21.01911715,-89.6289259,2019-11
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4513643,CASA DE DIA DEL ADULTO MAYOR,CASA DE DIA DEL ADULTO MAYOR ,624122,Centros del sector público dedicados a la atención y cuidado diurno de ancianos y discapacitados,11 a 30 personas,20.91247439,-89.64264538,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,8765225,CASA DE HORACION SINAI,CASA DE HORACION SINAI PETENCOSTES AC,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,0 a 5 personas,20.9795213,-89.57858594,2019-11
31,Yucatán       ,059,Progreso,Progreso,2,II Noroeste ,31059,4,Chicxulub (Chicxulub Puerto),4528568,CASA DE LA CRISTIANDAD,ARQUIDIOCESIS DE YUCATÁN AR,623991,Orfanatos y otras residencias de asistencia social del sector privado,11 a 30 personas,21.29127707,-89.61076509,2014-12
31,Yucatán       ,073,Tahdziu,Tahdziú,6,VI Oriente,31073,1,Tahdziú,4564909,CASA DE LA NIÑEZ INDIGENA DR ALFONSO CASO,INSTITUTO NACIONAL DE LOS PUEBLOS INDIGENAS ,623992,Orfanatos y otras residencias de asistencia social del sector público,0 a 5 personas,20.19105369,-88.93962992,2014-12
31,Yucatán       ,019,Chemax,Chemax,6,VI Oriente,31019,1,Chemax,4495763,CASA DE LA NIÑEZ INDIGENA DR. ALFONSO CASO ANDRADE,INSTITUTO NACIONAL DE LOS PUEBLOS INDIGENAS INPI ,624222,Refugios temporales comunitarios del sector público,6 a 10 personas,20.65211697,-87.94304486,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,8560893,CASA DE RETIRO HOGAR DEL ABUELO FELIZ,HOGAR DEL ABUELO FELIZ AC,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,0 a 5 personas,20.98345674,-89.61432821,2019-11
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,9024156,CASA DEL ABUELO A.C.,,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,0 a 5 personas,20.89540777,-89.65610803,2019-11
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,111,San José Tzal,4513760,CASA DEL ADULTO MAYOR DEL DIF MINUCIPAL H. AYUNTAMIENTO DE MERIDA,CENTRO DE DESARROLLO INTEGRAL MUNICIPAL H. AYUNTAMIENTO DE MERIDA ,624122,Centros del sector público dedicados a la atención y cuidado diurno de ancianos y discapacitados,0 a 5 personas,20.82253753,-89.65637064,2010-07
31,Yucatán       ,096,Tizimin,Tizimín,5,V Noreste ,31096,1,Tizimín,4500000,CASA DEL ANCIANO LOS TRES REYES,CASA DE LOS ANCIANOS LOS SANTOS REYES AC,623991,Orfanatos y otras residencias de asistencia social del sector privado,11 a 30 personas,21.15280026,-88.16954416,2010-07
31,Yucatán       ,096,Tizimin,Tizimín,5,V Noreste ,31096,1,Tizimín,4547100,CASA DEL EMPRENDEDOR,H AYUNTAMIENTO DE TIZIMIN ,624112,Servicios de orientación y trabajo social para la niñez y la juventud prestados por el sector público,11 a 30 personas,21.15171866,-88.14768053,2014-12
31,Yucatán       ,048,Maxcanu,Maxcanú,1,I Poniente ,31048,1,Maxcanú,4512127,CASA DEL NIÑO INDIGENA CECILIO CHI,ALBERGUE ESCOLAR CECILIO CHI ,623992,Orfanatos y otras residencias de asistencia social del sector público,6 a 10 personas,20.58540512,-90.01648952,2010-07
31,Yucatán       ,017,Chankom,Chankom,6,VI Oriente,31017,1,Chankom,4499365,CASA DEL NIÑO INDIGENA EUSTAQUIO CIME,INSTITUTO NACIONAL DE LOS PUEBLOS INDIGENAS ,623992,Orfanatos y otras residencias de asistencia social del sector público,0 a 5 personas,20.56759452,-88.50831258,2010-07
31,Yucatán       ,015,Cuzama,Cuzamá,3,III Centro ,31015,1,Cuzamá,9168836,CASA EJIDAL,,624122,Centros del sector público dedicados a la atención y cuidado diurno de ancianos y discapacitados,6 a 10 personas,20.74128537,-89.31635106,2019-11
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4520172,CASA HOGAR  PARA ADULTOS MAYORES BIENESTAR,,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,0 a 5 personas,20.99965126,-89.64722785,2014-12
31,Yucatán       ,089,Ticul,Ticul,7,VII Sur ,31089,1,Ticul,4567679,CASA HOGAR DE LA TERCERA EDAD DEL SEÑOR DE LA MISERICORDIA,ASILO DE ANCIANOS SEÑOR DE LA MISERICORDIA ASOCIACION CIVIL AC,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,6 a 10 personas,20.40592021,-89.53358649,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4580798,CASA HOGAR JESUS DE LA  MISERICORDIA,,623991,Orfanatos y otras residencias de asistencia social del sector privado,0 a 5 personas,20.97035245,-89.63034051,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4577280,CASA HOGAR LUISA MARIA,CASA HOGAR LUISA MARIA CLAR AC,623991,Orfanatos y otras residencias de asistencia social del sector privado,0 a 5 personas,21.01160011,-89.630678,2010-07
31,Yucatán       ,076,Tecoh,Tecoh,2,II Noroeste ,31076,1,Tecoh,4491528,CASA HOGAR NELI RAQUEL SEALS,CASA HOGAR NELI RAQUEL SEALS AR,623991,Orfanatos y otras residencias de asistencia social del sector privado,0 a 5 personas,20.74668268,-89.46850955,2010-07
31,Yucatán       ,098,Tzucacab,Tzucacab,7,VII Sur ,31098,1,Tzucacab,4565934,CASA MARANATA,,621331,Consultorios de psicología del sector privado,6 a 10 personas,20.06864523,-89.05317914,2014-12
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,8060516,CASA PARA ADULTO MAYOR LA ESPERANZA,,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,6 a 10 personas,21.03158546,-89.61447084,2019-11
31,Yucatán       ,017,Chankom,Chankom,6,VI Oriente,31017,1,Chankom,7757988,CASA POPULAR DE HIDRATACION ORAL Y SANEAMIENTO BASICO CAPHOS,SERVICIOS DE SALUD DE YUCATAN ,622112,Hospitales generales del sector público,0 a 5 personas,20.56915857,-88.51332903,2019-11
31,Yucatán       ,092,Tixcacalcupul,Tixcacalcupul,6,VI Oriente,31092,1,Tixcacalcupul,4542046,CASA Y COMEDORES DE LA NIÑEZ INDIGENA CECILIO CHI,INSTITUTO NACIONAL PARA EL DESARROLLO DE LOS PUEBLOS INDIGENAS SIN TIPO DE SOCIEDAD ,623992,Orfanatos y otras residencias de asistencia social del sector público,0 a 5 personas,20.53550269,-88.26684611,2014-12
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,8377576,CBM KIDS,,624412,Guarderías del sector público,0 a 5 personas,21.0306037,-89.62299361,2019-11
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4575562,CD BERENICE HERRERA CHI,,621211,Consultorios dentales del sector privado,0 a 5 personas,20.98388819,-89.61575034,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,7287662,CEDI CENTRO INTEGRAL PARA EL DESARROLLO INFANTIL,,624411,Guarderías del sector privado,6 a 10 personas,21.06950091,-89.66800983,2019-11
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,8335236,CEDIEC,,621511,Laboratorios médicos y de diagnóstico del sector privado,0 a 5 personas,21.02310806,-89.60040543,2019-11
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,8060605,CEDIMMONT,,621511,Laboratorios médicos y de diagnóstico del sector privado,0 a 5 personas,21.0156247,-89.58328863,2019-11
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,7288161,CEDIMMONT CENTRO DE DIAGNOSTICO MEDICO MONTEJO,,621511,Laboratorios médicos y de diagnóstico del sector privado,6 a 10 personas,21.03557614,-89.64453657,2019-11
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,8560889,CEIBI BIENESTAR INTEGRAL,,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",0 a 5 personas,21.02375184,-89.57254594,2019-11
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,6386912,CEM,CENTRO DE ESPECIALIDADES MEDICAS DEL SURESTE SA DE CV,622111,Hospitales generales del sector privado,101 a 250 personas,20.98501369,-89.6199974,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4575490,CEMA CONSULTORIO DEL DR JOSE ANTONIO BOLIO PEON,,621113,Consultorios de medicina especializada del sector privado,0 a 5 personas,20.98444489,-89.61584115,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4575459,CEMA DOCTOR ALVARO MANUEL JESUS HERRERA,,621113,Consultorios de medicina especializada del sector privado,0 a 5 personas,20.98444489,-89.61584115,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4575457,CEMA DOCTOR CARLOS ALBERTO ORDOÑEZ NOVELO,,621113,Consultorios de medicina especializada del sector privado,0 a 5 personas,20.98444489,-89.61584115,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4575456,CEMA DOCTOR CARLOS ANTONIO ROSADO GUILLERMO,,621113,Consultorios de medicina especializada del sector privado,0 a 5 personas,20.98444489,-89.61584115,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4575477,CEMA DR CARLOS RENAN LARA NAVARRETE,,621113,Consultorios de medicina especializada del sector privado,0 a 5 personas,20.98444489,-89.61584115,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4575492,CEMA DR EDUARDO PATRON AMADOR,,621113,Consultorios de medicina especializada del sector privado,0 a 5 personas,20.98444489,-89.61584115,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4575485,CEMA DR FRANCISCO JAVIER PASOS NOVELO,,621113,Consultorios de medicina especializada del sector privado,0 a 5 personas,20.98444489,-89.61584115,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4575474,CEMA DR GUILLERMO ORTEGA ACOSTA,,621113,Consultorios de medicina especializada del sector privado,0 a 5 personas,20.98444489,-89.61584115,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4575483,CEMA DR HUMBERTO ANGULO CORTEZ,,621113,Consultorios de medicina especializada del sector privado,0 a 5 personas,20.98444489,-89.61584115,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4575479,CEMA DR IRVING ABELARDO DE JESUS SAURI CRUZ,,621113,Consultorios de medicina especializada del sector privado,0 a 5 personas,20.98444489,-89.61584115,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4575467,CEMA DR IVAN ESQUIVEL,,621113,Consultorios de medicina especializada del sector privado,0 a 5 personas,20.98444489,-89.61584115,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4575504,CEMA DR JORGE ACHACH ASAF,,621113,Consultorios de medicina especializada del sector privado,0 a 5 personas,20.98444489,-89.61584115,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4575495,CEMA DR JORGE CARLOS AVILES ROSADO,,621113,Consultorios de medicina especializada del sector privado,0 a 5 personas,20.98444489,-89.61584115,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4575471,CEMA DR JOSE GUTIERREZ DIAZ,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,20.98444489,-89.61584115,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4575481,CEMA DR JUAN JOSE GASQUE GONGORA,,621113,Consultorios de medicina especializada del sector privado,0 a 5 personas,20.98444489,-89.61584115,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4575484,CEMA DR LUIS MARIO BAEZA MÉZQUITA,,621113,Consultorios de medicina especializada del sector privado,0 a 5 personas,20.98444489,-89.61584115,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4575502,CEMA DR MANUEL BAEZA BACAB,,621113,Consultorios de medicina especializada del sector privado,0 a 5 personas,20.98444489,-89.61584115,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4575480,CEMA DR MANUEL ECHEVERRI Y EGUILUZ,,621113,Consultorios de medicina especializada del sector privado,0 a 5 personas,20.98444489,-89.61584115,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4575476,CEMA DR MARCOS DANIEL LUGO ANCONA,,621211,Consultorios dentales del sector privado,0 a 5 personas,20.98444489,-89.61584115,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4575497,CEMA DR MIGUEL ANGEL VIVEROS EROSA,,621113,Consultorios de medicina especializada del sector privado,0 a 5 personas,20.98444489,-89.61584115,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4575496,CEMA DR OSWALDO AVILES ROSADO,,621113,Consultorios de medicina especializada del sector privado,0 a 5 personas,20.98444489,-89.61584115,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4575488,CEMA DR RAMON NAVARRO,,621113,Consultorios de medicina especializada del sector privado,0 a 5 personas,20.98444489,-89.61584115,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4575470,CEMA DR RICARDO PENICHE RODRIGUEZ,,621211,Consultorios dentales del sector privado,0 a 5 personas,20.98444489,-89.61584115,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4575473,CEMA DR WILLIAM RAMIREZ BAQUEDANO,,621113,Consultorios de medicina especializada del sector privado,0 a 5 personas,20.98444489,-89.61584115,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4575475,CEMA DRA CARLA CECILIA SAENZ CASTILLO,,621211,Consultorios dentales del sector privado,0 a 5 personas,20.98444489,-89.61584115,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4575462,CEMA FELIPE ADRIAN SANCHEZ,FELIPE ADRIAN SANCHEZ LOSA ,621113,Consultorios de medicina especializada del sector privado,0 a 5 personas,20.98444489,-89.61584115,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4575465,CEMA FERNANDO GASQUE,,621113,Consultorios de medicina especializada del sector privado,0 a 5 personas,20.98444489,-89.61584115,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4575464,CEMA LUIS ALBERTO BARRERA GONZALEZ,,621113,Consultorios de medicina especializada del sector privado,0 a 5 personas,20.98444489,-89.61584115,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4575466,CEMA LUIS EMILIO GREGOR DELGADO,,621113,Consultorios de medicina especializada del sector privado,0 a 5 personas,20.98444489,-89.61584115,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4575460,CEMA RAUL PENICHE,,621113,Consultorios de medicina especializada del sector privado,0 a 5 personas,20.98444489,-89.61584115,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4575455,CEMA RENAN ALBERTO GONGORA BIACHI,,621113,Consultorios de medicina especializada del sector privado,0 a 5 personas,20.98444489,-89.61584115,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4575463,CEMA ROGER ROSADO LOPEZ,,621113,Consultorios de medicina especializada del sector privado,0 a 5 personas,20.98444489,-89.61584115,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,7758133,CEMANUD,MUNICIPIO DE MERIDA YUCATAN ,621332,Consultorios de psicología del sector público,51 a 100 personas,20.96760738,-89.62581574,2019-11
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4576502,CEMEGH,CENTRO MEXICANO ESPECIAIZADO EN GENETICA HUMANA S.C.P. SOCIEDAD CIVIL PRIVADO,621511,Laboratorios médicos y de diagnóstico del sector privado,0 a 5 personas,20.98325801,-89.63877251,2010-07
31,Yucatán       ,002,Acanceh,Acanceh,2,II Noroeste ,31002,1,Acanceh,7674930,CEMO,,621115,Clínicas de consultorios médicos del sector privado,0 a 5 personas,20.81148477,-89.44849531,2019-11
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4537610,CENDEP,CENTRO ESPECIALIZADO EN NEUROPSICOPEDAGOGIA PARA EL DESARROLLO DEL POTENCCIAL SA DE CV,621331,Consultorios de psicología del sector privado,6 a 10 personas,21.01749032,-89.59040821,2014-12
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4582664,CENDI 6 ISSTEY,INSTITUTO DE SEGURIDAD SOCIAL DE LOS TRABAJADORES DEL ESTADO DE YUCATAN ,624412,Guarderías del sector público,11 a 30 personas,20.97470558,-89.68557748,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4554501,CENDI ALEGRIA,H. AYUNTAMIENTO DE MERIDA ,624412,Guarderías del sector público,6 a 10 personas,20.96017413,-89.61820102,2014-12
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4585077,CENDI AMAPOLA,HONORABLE AYUNTAMIENTO DE MERIDA ,624412,Guarderías del sector público,6 a 10 personas,20.94311692,-89.64121666,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,8419035,CENDI CAUCEL,AYUNTAMIENTO ,624412,Guarderías del sector público,6 a 10 personas,21.00466483,-89.69065892,2019-11
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4550644,CENDI DIF,H. AYUNTAMIENTO DE MERIDA ,624412,Guarderías del sector público,6 a 10 personas,20.91866866,-89.63577395,2014-12
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4584491,CENDI EL ROBLE,DIF MUNICIPAL ,624412,Guarderías del sector público,6 a 10 personas,20.91957826,-89.68384743,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4515014,CENDI ISSTEY 1 EFI NEGRON,GOBIERNO DEL ESTADO DE YUCATAN ,624412,Guarderías del sector público,31 a 50 personas,20.9666427,-89.60817229,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4586687,CENDI JUAN BOSCO,MUNICIPIO DE MÉRIDA YUCATÁN ,624412,Guarderías del sector público,11 a 30 personas,20.93665589,-89.62900637,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4514152,CENDI MONTE LIBANO,CENDI MONTE LIBANO SOCIEDAD CIVIL PARTICULAR,624411,Guarderías del sector privado,31 a 50 personas,20.96874292,-89.61874846,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4523638,CENDI MUNICIPAL INTEGRADOR,H AYUNTAMIENTO DE MERIDA ,624412,Guarderías del sector público,11 a 30 personas,20.98115391,-89.6748739,2014-12
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4592224,CENDI NAVIDAD,CENDI NAVIDAD ,624411,Guarderías del sector privado,6 a 10 personas,20.91734553,-89.64862198,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4587365,CENDI NUEVO AMANECER,CENDI NUEVO AMANECER AYUNTAMIENTO DE MERIDA ,624412,Guarderías del sector público,6 a 10 personas,20.92393589,-89.64901554,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,6414382,CENDI Y JARDIN EL MUNDO DE LOS NIÑOS SCP,CENDI Y JARDIN EL MUNDO DE LOS NIÑOS SCP SC,624411,Guarderías del sector privado,31 a 50 personas,20.99618031,-89.59405783,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,6712376,CENIT MEDICAL CENTER,CENIT MEDICAL CENTER AC,621115,Clínicas de consultorios médicos del sector privado,6 a 10 personas,21.0184422,-89.58570568,2016-01
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4537659,CENTIR,,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",6 a 10 personas,21.0144505,-89.58541198,2014-12
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,7762059,CENTIR,CENTRO DE TERAPIA INTEGRAL Y REHABILITACION ,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",0 a 5 personas,21.00335897,-89.64794333,2019-11
31,Yucatán       ,096,Tizimin,Tizimín,5,V Noreste ,31096,1,Tizimín,4488102,CENTRAL DE ESPECIALIDADES MEDICAS,CENTRAL DE ESPECIALIDADES MEDICAS DE ORIENTE SA DE CV,621111,Consultorios de medicina general del sector privado,6 a 10 personas,21.14248666,-88.1494429,2010-07
31,Yucatán       ,096,Tizimin,Tizimín,5,V Noreste ,31096,1,Tizimín,4546730,CENTRAL DE ESPECIALIDADES MEDICAS DE ORIENTE SA DE CV-CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,21.14265505,-88.14948875,2014-12
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,6223275,CENTRAL MEDICA CHUBURNA,AUGUSTO L. CÁRDENAS ORTIZ ,621111,Consultorios de medicina general del sector privado,0 a 5 personas,21.01170288,-89.63089649,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4578767,CENTRAL MEDICA HIDALGO,,621511,Laboratorios médicos y de diagnóstico del sector privado,0 a 5 personas,20.98940477,-89.65358631,2010-07
31,Yucatán       ,093,Tixkokob,Tixkokob,2,II Noroeste ,31093,1,Tixkokob,4531242,CENTRAL MEXICANA DE SERVICIOS GENERALES,ALCOHOLICOS ANONIMOS AC,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,0 a 5 personas,21.00390225,-89.39224231,2014-12
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,7675119,CENTRAL MEXICANA DE SERVICIOS GENERALES DE A.A,INTEGRANTE DE SERVICIOS MUNDIALES DE ALCOHOLICOS ANONIMOS AC,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,0 a 5 personas,20.95723486,-89.60593968,2019-11
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4515494,CENTRAL MEXICANA DE SERVICIOS GENERALES DE AA GPO UNIDAD Y COMPRENSION DE AA,GRUPO UNIDAD Y COMPRENSION ,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,0 a 5 personas,20.95829467,-89.59425093,2010-07
31,Yucatán       ,075,Teabo,Teabo,7,VII Sur ,31075,1,Teabo,6989800,CENTRAL MEXICANA DE SERVICIOS GENERALES DE ALCOHOLICOS ANONIMOS,,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,6 a 10 personas,20.40813364,-89.28288062,2019-11
